"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Mon","Tue","Wed","Thu","Fri","Sat","Sun","year","dayindex","temp","dewp","min","max","NUM_REPORTS"
"5244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.857142857142857,0.867250437828371,0.846958174904943,0.9000999000999,0.903790087463557,0.800943396226415,0
"5245",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.857142857142857,0.867425569176883,0.814638783269962,0.901098901098901,0.885325558794946,0.755660377358491,0.222222222222222
"5246",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.857142857142857,0.867600700525394,0.76615969581749,0.773226773226773,0.757045675413022,0.774528301886792,0.444444444444444
"5247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.857142857142857,0.867775831873905,0.791825095057034,0.791208791208791,0.835762876579203,0.774528301886792,0.222222222222222
"5248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.857142857142857,0.867950963222417,0.753802281368821,0.679320679320679,0.748299319727891,0.726415094339623,0.111111111111111
"5249",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.857142857142857,0.868126094570928,0.723384030418251,0.833166833166833,0.767735665694849,0.689622641509434,0.111111111111111
"5250",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.857142857142857,0.86830122591944,0.876425855513308,0.907092907092907,0.894071914480078,0.849056603773585,0.111111111111111
"5251",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.857142857142857,0.868476357267951,0.768060836501901,0.851148851148851,0.778425655976676,0.819811320754717,0.111111111111111
"5252",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.857142857142857,0.868651488616462,0.633079847908745,0.67032967032967,0.660835762876579,0.575471698113208,0.111111111111111
"5253",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.857142857142857,0.868826619964974,0.651140684410646,0.681318681318681,0.66958211856171,0.631132075471698,0.222222222222222
